ID,name,description,p,s,label,software
8114,debug_options,"Logging options are set as section,level where each source file is assigned a unique section.",0,0,others,squid
8115,delay_access,This is used to determine which delay pool a request falls into.,0,0,others,squid
8116,delay_class,This defines the class of each delay pool.,0,0,others,squid
8117,delay_initial_bucket_level,"The initial bucket percentage is used to determine how much is put in each bucket when squid starts, is reconfigured, or first notices a host accessing it (in class 2 and class 3, individual hosts and networks only have buckets associated with them once they have been ""seen"" by squid).",0,0,others,squid
8118,delay_pool_uses_indirect_client,Controls whether the indirect client address (see follow_x_forwarded_for) is used instead of the direct client address in delay pools.,0,0,others,squid
8119,delay_pools,This represents the number of delay pools to be used.,0,0,others,squid
8120,detect_broken_pconn,By enabling this directive Squid attempts to detect such broken replies and automatically assume the reply is finished after 10 seconds timeout.,1,4,limited-side-effect,squid
8121,digest_bits_per_entry,This is the number of bits of the server's Cache Digest which will be associated with the Digest entry for a given HTTP Method and URL (public key) combination.,0,0,others,squid
8122,digest_generation,This controls whether the server will generate a Cache Digest of its contents.,0,0,others,squid
8123,digest_rebuild_chunk_percentage,This is the percentage of the Cache Digest to be scanned at a time.,1,5,workload-specific,squid
8124,digest_rebuild_period,This is the wait time between Cache Digest rebuilds.,0,0,others,squid
8125,digest_rewrite_period,This is the wait time between Cache Digest writes to disk.,0,0,others,squid
8126,digest_swapout_chunk_size,This is the number of bytes of the Cache Digest to write to disk at a time.,1,1,resource,squid
8127,diskd_program,Specify the location of the diskd executable.,0,0,others,squid
8128,dns_packet_max,Maximum number of bytes packet size to advertise via EDNS.,1,1,resource,squid
8129,dns_retransmit_interval,Initial retransmit interval for DNS queries. The interval is doubled each time all configured DNS servers have been tried.,0,0,others,squid
8130,dns_timeout,DNS Query timeout. If no response is received to a DNS query within this time all DNS servers for the queried domain are assumed to be unavailable.,0,0,others,squid
8131,dns_v4_first,With the IPv6 Internet being as fast or faster than IPv4 Internet for most networks Squid prefers to contact websites over IPv6.,0,0,others,squid
8132,ecap_enable,Controls whether eCAP support is enabled.,0,0,others,squid
8133,email_err_data,"If enabled, information about the occurred error will be included in the mailto links of the ERR pages (if %W is set) so that the email body contains the data.",0,0,others,squid
8134,err_html_text,"HTML text to include in error messages. Make this a ""mailto"" URL to your admin address, or maybe just a link to your organizations Web page.",0,0,others,squid
8135,err_page_stylesheet,CSS Stylesheet to pattern the display of Squid default error pages.,0,0,others,squid
8136,error_default_language,Set the default language which squid will send error pages in if no existing translation matches the clients language preferences.,0,0,others,squid
8137,error_directory,If you wish to create your own versions of the default error files to customize them to suit your company copy the error/template files to another directory and point this tag at them.,0,0,others,squid
8138,error_log_languages,Log to cache.log what languages users are attempting to auto-negotiate for translations.,0,0,others,squid
8139,esi_parser,Selects the XML parsing library to use when interpreting responses with Edge Side Includes.,0,0,others,squid
8140,eui_lookup,Whether to lookup the EUI or MAC address of a connected client.,0,0,others,squid
8141,external_acl_type,This option defines external acl classes using a helper program to look up the status,0,0,others,squid
8142,follow_x_forwarded_for,Determine which client proxies can be trusted to provide correct information regarding real client IP address.,0,0,others,squid
8143,force_request_body_continuation,"This option controls how Squid handles data upload requests from HTTP and FTP agents that require a ""Please Continue"" control message response to actually send the request body to Squid. It is mostly useful in adaptation environments.",0,0,others,squid
8144,forward_max_tries,Limits the number of attempts to forward the request.,0,0,others,squid
8145,forward_timeout,This parameter specifies how long Squid should at most attempt in finding a forwarding path for the request before giving up.,0,0,others,squid
8146,forwarded_for,"If set to ""on"", Squid will append your client's IP address in the HTTP requests it forwards.",0,0,others,squid
8147,fqdncache_size,Maximum number of FQDN cache entries.,1,1,resource,squid
8148,ftp_client_idle_timeout,How long to wait for an FTP request on a connection to Squid ftp_port.,0,0,others,squid
8149,ftp_port,Enables Native FTP proxy by specifying the socket address where Squid listens for FTP client requests.,0,0,others,squid
8150,ftp_user,"If you want the anonymous login password to be more informative (and enable the use of picky FTP servers), set this to something reasonable for your domain, like wwwuser@somewhere.net",0,0,others,squid
8151,global_internal_static,"This directive controls is Squid should intercept all requests for /squid-internal-static/ no matter which host the URL is requesting (default on setting), or if nothing special should be done for such URLs (off setting).",0,0,others,squid
8152,half_closed_clients,"Some clients may shutdown the sending side of their TCP connections, while leaving their receiving sides open.",0,0,others,squid
8153,high_memory_warning,"If the memory usage (as determined by gnumalloc, if available and used) exceeds this amount, Squid prints a WARNING with debug level 0 to get the administrators attention.",0,0,others,squid
8154,high_page_fault_warning,"If the one-minute average page fault rate exceeds this value, Squid prints a WARNING with debug level 0 to get the administrators attention.",0,0,others,squid
