ID,name,description,p,s,label,software,filter,study
6635,default_domain_name,Optional domain name to use with v3 API and v2 parameters. It will be used for both the user and project domain in v3 and ignored in v2 authentication.,0,0,others,nova,0,1
6636,default_ephemeral_format,The default format an ephemeral_volume will be formatted with on creation.,0,0,others,nova,0,0
6637,default_flavor,Default flavor to use for the EC2 API only. The Nova API does not support a default flavor.,0,0,others,nova,0,0
6638,default_floating_pool,Default pool for floating IPs.,0,0,others,nova,0,0
6639,default_level,Default notification level for outgoing notifications.,0,0,others,nova,0,0
6640,default_log_levels,List of package logging levels in logger=LEVEL pairs. This option is ignored if log_config_append is set.,1,6,function-tradeoff,nova,0,0
6642,default_notify_timeout,The deadline for a sent notification message delivery. Only used when caller does not provide a timeout expiry.,0,0,others,nova,0,0
6643,default_os_type,Default OS type used when uploading an image to glance,0,0,others,nova,0,1
6644,default_pool_size,This option specifies the size of the pool of greenthreads used by wsgi. It is possible to limit the number of concurrent connections using this option.,1,1,resource,nova,0,0
6645,default_reply_retry,The maximum number of attempts to re-send a reply message which failed due to a recoverable error.,0,0,others,nova,0,0
6646,default_reply_timeout,The deadline for an rpc reply message delivery.,0,0,others,nova,0,0
6648,default_schedule_zone,Default availability zone for instances.,0,0,others,nova,0,1
6649,default_send_timeout,The deadline for an rpc cast or call message delivery. Only used when caller does not provide a timeout expiry.,0,0,others,nova,0,0
6651,default_trusted_certificate_ids,List of certificate IDs for certificates that should be trusted.,0,0,others,nova,0,0
6652,defer_iptables_apply,Defer application of IPTables rules until after init phase.,0,0,others,nova,0,0
6653,delay_auth_decision,"Do not handle authorization requests within the middleware, but delegate the authorization decision to downstream WSGI components.",1,2,security-tradeoff,nova,0,0
6654,detailed,Show more detailed information as part of the response. Security note: Enabling this option may expose sensitive details about the service being monitored. Be sure to verify that it will not violate your security policies.,1,2,security-tradeoff,nova,0,1
6659,disable_agent,Disables the use of XenAPI agent.,1,6,function-tradeoff,nova,0,0
6660,disable_by_file_path,Check the presence of a file to determine if an application is running on a port. Used by DisableByFileHealthcheck plugin.,0,0,others,nova,0,0
6661,disable_by_file_paths,Check the presence of a file based on a port to determine if an application is running on a port. Expects a 'port:path' list of strings. Used by DisableByFilesPortsHealthcheck plugin.,0,0,others,nova,0,0
6662,disable_group_policy_check_upcall,Disable the server group policy check upcall in compute.,1,6,function-tradeoff,nova,0,0
6663,disable_libvirt_livesnapshot,Disable live snapshots when using the libvirt driver.,1,6,function-tradeoff,nova,0,0
6664,disable_process_locking,Enables or disables inter-process locks.,0,0,others,nova,0,0
6665,disable_rootwrap,Use sudo instead of rootwrap.,1,6,function-tradeoff,nova,0,0
6666,discover_hosts_in_cells_interval,Periodic task interval.,0,0,others,nova,0,0
6667,disk_allocation_ratio,This option helps you specify virtual disk to physical disk allocation ratio.,1,5,workload-specific,nova,0,0
6668,disk_cachemodes,Specific cache modes to use for different disk types.,1,5,workload-specific,nova,0,0
6670,disk_prefix,Override the default disk prefix for the devices attached to an instance.,0,0,others,nova,0,0
6671,disk_weight_multiplier,Disk weight multipler ratio.,1,5,workload-specific,nova,0,0
6674,dns_update_periodic_interval,"This option determines the time, in seconds, to wait between refreshing DNS entries for the network.",0,0,others,nova,0,0
6683,dynamic_memory_ratio,Dynamic memory ratio,1,5,workload-specific,nova,0,0
6684,ebtables_exec_attempts,This option determines the number of times to retry ebtables commands before giving up. The minimum number of retries is 1.,0,0,others,nova,0,0
6685,ebtables_retry_interval,"This option determines the time, in seconds, that the system will sleep in between ebtables retries. Note that each successive retry waits a multiple of this value, so for example, if this is set to the default of 1.0 seconds, and ebtables_exec_attempts is 4, after the first failure, the system will sleep for 1 * 1.0 seconds, after the second failure it will sleep 2 * 1.0 seconds, and after the third failure it will sleep 3 * 1.0 seconds.",0,0,others,nova,0,0
6686,enable,Enable cell v1 functionality.,1,6,function-tradeoff,nova,0,1
6687,enable_auto_commit,Enable asynchronous consumer commits,1,4,limited-side-effect,nova,0,0
6688,enable_certificate_validation,Enable certificate validation for image signature verification.,1,6,function-tradeoff,nova,0,0
6689,enable_consoleauth,Enable the consoleauth service to avoid resetting unexpired consoles.,1,6,function-tradeoff,nova,0,0
6690,enable_instance_metrics_collection,Enable instance metrics collection,1,6,function-tradeoff,nova,0,0
6692,enable_network_quota,This option is used to enable or disable quota checking for tenant networks.,1,6,function-tradeoff,nova,0,0
6693,enable_new_services,Enable new nova-compute services on this host automatically.,1,6,function-tradeoff,nova,0,0
6694,enable_numa_live_migration,Enable live migration of instances with NUMA topologies.,1,6,function-tradeoff,nova,0,0
6695,enable_proxy_headers_parsing,Whether the application is behind a proxy or not. This determines if the middleware should parse the headers or not.,0,0,others,nova,0,0
6696,enable_remotefx,Enable RemoteFX feature,1,6,function-tradeoff,nova,0,0
6697,enabled.B,Enable Remote Desktop Protocol (RDP) related features.,1,6,function-tradeoff,nova,0,0
6698,enabled.C,Enable SPICE related features.,1,6,function-tradeoff,nova,0,0
6699,enabled.D,Enable the profiling for all services on this node.,1,6,function-tradeoff,nova,0,0
6700,enabled.E,Enable the serial console feature.,1,6,function-tradeoff,nova,0,1
6701,enabled.F,Enable VNC related features.,1,6,function-tradeoff,nova,0,0
6702,enabled.G,Enables graphical console access for virtual machines.,0,0,others,nova,0,0
6703,enabled.H,Enables/disables LVM ephemeral storage encryption.,1,2,security-tradeoff,nova,0,1
6704,enabled,Global toggle for caching.,1,4,limited-side-effect,nova,0,1
6705,enabled_apis,List of APIs to be enabled by default.,0,0,others,nova,0,0
6706,enabled_filters,Filters that the scheduler will use.,0,0,others,nova,0,0
6708,enabled_ssl_apis,List of APIs with enabled SSL.,0,0,others,nova,0,0
6709,enabled_vgpu_types,The vGPU types enabled in the compute node.,0,0,others,nova,0,1
6712,enforce_scope,"This option controls whether or not to enforce scope when evaluating policies. If True, the scope of the token used in the request is compared to the scope_types of the policy being enforced. If the scopes do not match, an InvalidScope exception will be raised. If False, a message will be logged informing operators that policies are being invoked with mismatching scope.",0,0,others,nova,0,0
6713,enforce_token_bind,Used to control the use and type of token binding. Can be set to: 'disabled' to not check token binding. 'permissive' (default) to validate binding information if the bind type is of a form known to the server and ignore it if not. 'strict' like 'permissive' but if the bind type is unknown the token will be rejected. 'required' any form of token binding is needed to be allowed. Finally the name of a binding method that must be present in tokens.,0,0,others,nova,0,1
6715,es_doc_type,Document type for notification indexing in elasticsearch.,0,0,others,nova,0,1
6716,es_scroll_size,Elasticsearch splits large requests in batches. This parameter defines maximum size of each batch (for example: es_scroll_size=10000).,1,5,workload-specific,nova,0,0
6717,es_scroll_time,"This parameter is a time value parameter (for example: es_scroll_time=2m), indicating for how long the nodes that participate in the search will maintain relevant resources in order to continue and support it.",0,0,others,nova,0,1
6718,executor_thread_pool_size,Size of executor thread pool when executor is threading or eventlet.,1,1,resource,nova,0,0
6719,expiration_time,"Default TTL, in seconds, for any cached item in the dogpile.cache region. This applies to any cached method that doesn't have an explicit cache expiration time defined for it.",0,0,others,nova,0,0
6720,expose_headers,Indicate which headers are safe to expose to the API. Defaults to HTTP Simple Headers.,0,0,others,nova,0,0
6721,extension_sync_interval,Integer value representing the number of seconds to wait before querying Neutron for extensions. After this number of seconds the next time Nova needs to create a resource in Neutron it will requery Neutron for the extensions that it has loaded. Setting value to 0 will refresh the extensions with no wait.,1,3,reliability-tradeoff,nova,0,0
